id,op_code,journey,customer_journey
wad01,WAD01,wealth_hub,Wealth Accounts
wad01b,WAD01B,wealth_hub,Wealth Accounts
wad01c,WAD01C,wealth_hub,Wealth Accounts
wapi1,WAPI1,wealth_hub,Wealth
wapi1b,WAPI1B,wealth_hub,Wealth
wapi1c,WAPI1C,wealth_hub,Wealth
wc001,WC001,wealth_hub,Wealth Accounts
wc001b,WC001B,wealth_hub,Wealth Accounts
wc001c,WC001C,wealth_hub,Wealth Accounts
wc002,WC002,wealth_hub,Wealth
wc002b,WC002B,wealth_hub,Wealth
wc002c,WC002C,wealth_hub,Wealth
wha01,WHA01,wealth_hub,Wealth
wha01b,WHA01B,wealth_hub,Wealth
wha01c,WHA01C,wealth_hub,Wealth
wp001,WP001,wealth_hub,Wealth
wp001b,WP001B,wealth_hub,Wealth
wp001c,WP001C,wealth_hub,Wealth
zap01,ZAP01,payments,Pay by Bank App (PBBA)
zap01b,ZAP01B,payments,Pay by Bank App (PBBA)
zap02,ZAP02,payments,Pay by Bank App (PBBA)
zap02b,ZAP02B,payments,Pay by Bank App (PBBA)
zap03,ZAP03,payments,Pay by Bank App (PBBA)
zap03b,ZAP03B,payments,Pay by Bank App (PBBA)
zap04,ZAP04,payments,Pay by Bank App (PBBA)
zap04b,ZAP04B,payments,Pay by Bank App (PBBA)
zap05,ZAP05,payments,Pay by Bank App (PBBA)
zap05b,ZAP05B,payments,Pay by Bank App (PBBA)
zap06,ZAP06,payments,Pay by Bank App (PBBA)
zap07,ZAP07,payments,Pay by Bank App (PBBA)
zap08,ZAP08,payments,Pay by Bank App (PBBA)
